Journal,Title,Cantidad
Computers & Education,Computational thinking in programming language and compiler design (keynote),1
Computers & Education,Computational thinking is not necessarily computational,1
Computers & Education,Computational thinking leads to computational learning: Flipped class room experiments in linear algebra,1
Computers & Education,Computational thinking outreach: reaching across the K-12 curriculum,1
Computers & Education,Computational thinking skills in Dutch secondary education,1
Computers & Education,Computational thinking through an online game to develop soft and hard skills,1
Computers & Education,Computational thinking: special sauce or snake oil?,1
Computers & Education,Computational thinking: what does it really mean for the K-16 computer science education community,1
Computers & Education,Computer as thinking Agent: Modeling the European Power Markets using Agent-Based Simulation,1
Computers & Education,Computer programming as an educational tool in the English classroom a preliminary study,1
Computers & Education,Contributions to Political Economysignificance,1
Computers & Education,Control of scabies fluctuation during COVID-19 pandemic,1
Computers & Education,Creative Thinking in Artificial Intelligence: A Peircean Account,1
Computers & Education,Creativity index calculation with question answering system using BERT model,1
Computers & Education,Critical computational empowerment: Engaging youth as shapers of the digital future,1
Computers & Education,Current Situation and Trend of Computational Thinking Research of Primary School Students in Recent Ten Years in China: An Analysis Based on Visualization Software,1
Computers & Education,Cyber Physical System for Physical Chessboard Game on Computer Screen in a Real Time,1
Computers & Education,DGCC: A Case for Integration of Brain Cognition and Intelligence Computation,1
Computers & Education,DNA Researchsignificance,1
Computers & Education,Design optimization by discrete flow computing and Morse technique,1
Computers & Education,Designing Interaction and User Interface of Computational Thinking Digital Game for Children using User-Centered Design Approach,1
Computers & Education,Developing Computational Thinking in Middle School Music Technology Classrooms,1
Computers & Education,Developing Future Computational Thinking in Foundational CS Education: A Case Study From a Liberal Education University in India,1
Computers & Education,Developing Interactive Visualizations Focusing on Computational Thinking in K-12 Computer Science Education,1
Computers & Education,Developing Solutions for Healthcare — Deploying Artificial Intelligence to an Evolving Target,1
Computers & Education,Developing a Procedural Problem-solving-based Framework of Computational Thinking Components,1
Computers & Education,Developing a Self-efficacy Scale for Computational Thinking (CT-SES),1
Computers & Education,Development and assessment of computational thinking: A methodological proposal and a support tool,1
Computers & Education,Diosmetin-7-O-β-D-glucopyranoside from Pogostemonis Herba alleviated SARS-CoV-2-induced pneumonia by reshaping macrophage polarization and limiting viral replication,1
Computers & Education,Discussion on research and development of artificial intelligence,1
Computers & Education,Dispositions as an Important Component in Computing Curriculum in IT Del,1
Computers & Education,Diverse Approaches to School-wide Computational Thinking Integration at the Elementary Grades: A Cross-case Analysis,1
Computers & Education,EPILOGUE: LESSONS LEARNED,1
Computers & Education,Endocrinologysignificance,1
Computers & Education,"Enhancing Computational Thinking with 3D printing: Imagining, designing, and printing 3D objects to solve real-world problems.",1
Computers & Education,Enhancing High-School Students' Computational Thinking with Educational Robotics Learning,1
Computers & Education,Enhancing Stanford Design Thinking for Kids with Digital Technologies A Participatory Action Research Approach to Challenge-Based Learning,1
Computers & Education,European Journal of Preventive Cardiologysignificance,1
Computers & Education,Evaluating Student Computational Thinking Skills in Physics Experimental Class,1
Computers & Education,Evaluating the Aesthetics of Endgame Studies: A Computational Model of Human Aesthetic Perception,1
Computers & Education,Evolutionary Journal of the Linnean Societysignificance,1
Computers & Education,Evolutionsignificance,1
Computers & Education,Examining the Use of Computational Thinking Skills When Solving Bebras Tasks,1
Computers & Education,"Examining the impact of learning motivation, desire to work, and curiosity of students in the post-COVID-19 pandemic era",1
Computers & Education,Exemplifying Computational Thinking Scenarios in the Age of COVID-19: Examining the Pandemic's Effects in a Project-Based MOOC,1
Computers & Education,Exploratory Study of the Influence of Immersion in Games on Computational Thinking among University Students,1
Computers & Education,Exploring Computational Thinking Skills in 3D Printing: A Data Analysis of an Online Makerspace,1
Computers & Education,Exploring Students' Computational Thinking Skills in Modeling and Simulation Projects: a Pilot Study,1
Computers & Education,Exploring computational thinking through collaborative problem solving and audio puzzles,1
Computers & Education,Exploring the Effect of a Robotics Laboratory on Computational Thinking Skills in Primary School Children Using the Bebras Tasks,1
Computers & Education,Exploring the Effectiveness of Learning Scratch Programming with Code.org,1
Computers & Education,Exploring the Progression of Early Programmers in a Set of Computational Thinking Challenges via Clickstream Analysis,1
Computers & Education,Exploring the Use of Finite-State Machines and Game Creation to Teach Computational Thinking in Middle Schools,1
Computers & Education,Extending Computational Thinking into Information and Communication Technology Literacy Measurement: Gender and Grade Issues,1
Computers & Education,FEMS Microbiology Reviewssignificance,1
Computers & Education,Factors That Predict K-12 Teachers' Ability to Apply Computational Thinking Skills,1
Computers & Education,For Qualitative Meanings-Based Computational Aesthetics: An Art-Therapy Model,1
Computers & Education,Fostering Critical and Computational Thinking in the Field of Primary and Secondary Education in non-STEM Subjects by Using Data Sets and Applications,1
Computers & Education,Fostering computational thinking skills with a tangible blocks programming environment,1
Computers & Education,Frame Shifting as a Challenge to Integrating Computational Thinking in Secondary Mathematics Education,1
Computers & Education,French Studiessignificance,1
Computers & Education,Frontier exploration of internet thinking and case study,1
Computers & Education,Game modding for computational thinking: an integrated design approach,1
Computers & Education,Gastroenterology Reportsignificance,1
Computers & Education,Gender Characteristics and Computational Thinking in Scratch,1
Computers & Education,Grid Load Balancing Scheduling Algorithm Based on Statistics Thinking,1
Computers & Education,Growth Mindset in Computational Thinking Teaching and Teacher Training,1
Computers & Education,Health Care Utilisation in a Cohort of Patients with Primary and Secondary Antibody Deficiency in the United Kingdom,1
Computers & Education,Helping Novice Programmers to Bootstrap in the Cloud: Incorporating Support for Computational Thinking into the Game Design Process,1
Computers & Education,Historical Researchsignificance,1
Computers & Education,Home-based care and center-based care: From being alternatives to being synergistic. Optimization models to support flexible care delivery,1
Computers & Education,How do Bebras Tasks Explore Algorithmic Thinking Skill in a Computational Thinking Contest?,1
Computers & Education,How important is Trust: Exploring the Factors Influencing College Students' Use of Chat GPT as a Learning Aid,1
Computers & Education,How to Develop CT Skills Using Robotics Projects Combined with Arts - a Pilot Study,1
Computers & Education,Human Being Properties of Saplings Growing up Algorithm,1
Computers & Education,Human Communication Researchsignificance,1
