Format,Title,Collections,Subjects,ISBN,Online ISBN/EISSN,DOI, Results Count,Abstract Random English,afiliacion_primer_autor,journal
Journal,The Review of Financial Studiessignificance,"Journals, SFS Journals",Financial Markets,0893-9454,1465-7368,https://academic.oup.com/rfs,660.0,Assessment of the role of digital communication in contemporary politics.,Columbia University,ACM Transactions on Graphics
Journal,The World Bank Economic Reviewsignificance,Journals,Development Planning and Policy,0258-6770,1564-698X,https://academic.oup.com/wber,155.0,A detailed analysis of emerging trends in modern education.,Yale University,ACM Transactions on Graphics
Journal,The World Bank Research Observersignificance,Journals,Development Planning and Policy,0257-3032,1564-6971,https://academic.oup.com/wbro,68.0,Study on the influence of artificial intelligence in the economy.,University of Chicago,Journal of Machine Learning Research
Journal,The Year's Work in Critical and Cultural Theorysignificance,,Literary Theory and Cultural Studies,1077-4254,1471-681X,https://academic.oup.com/ywcct,150.0,Research focused on scientific advances and their global impact.,Columbia University,Journal of Computer Science
Journal,The Year's Work in English Studiessignificance,"English Association Journals, Journals",Literature,0084-4144,1471-6801,https://academic.oup.com/ywes,402.0,Case study on the use of renewable energy in rural communities.,University of Melbourne,Journal of Machine Learning Research
Journal,Toxicological Sciencessignificance,Journals,"Medical Toxicology, Toxicology (Non-medical)",1096-6080,1096-0929,https://academic.oup.com/toxsci,99.0,Exploration of the relationship between social media and mental health.,Princeton University,IEEE Transactions on Software Engineering
Journal,Toxicology Researchsignificance,Journals,"Medical Toxicology, Toxicology (Non-medical)",,2045-4538,https://academic.oup.com/toxres,20.0,A critical examination of environmental policies and their effectiveness.,University of Toronto,Computers & Education
Journal,Transactions of Mathematics and Its Applicationssignificance,"IMA Journals, Journals",Applied Mathematics,,2398-4945,https://academic.oup.com/imatrm,8.0,This study explores the complex interactions between technology and society.,Peking University,IEEE Transactions on Software Engineering
Journal,Transactions of the Linnean Society of Londonsignificance,,Biological Sciences,1945-9432,1945-9335,https://academic.oup.com/transactionslinnean,8.0,Analysis of the evolution of cybersecurity strategies.,Columbia University,Journal of Machine Learning Research
Journal,Transactions of the Linnean Society of London. 2nd Series. Botanysignificance,"Journals, Linnean Society Family",Botany,1945-9351,,https://academic.oup.com/transactionslinneanbot,1.0,This study explores the complex interactions between technology and society.,California Institute of Technology,Science Advances
Journal,Transactions of the Linnean Society of London. 2nd Series. Zoologysignificance,,Transport Technology and Trades,1945-9343,,https://academic.oup.com/transactionslinneanzoo,2.0,A review of innovative methods in science teaching.,Harvard University,ACM Transactions on Graphics
Journal,Transactions of the London Mathematical Societysignificance,"Journals, LMS Journals",Mathematics,,2052-4986,https://academic.oup.com/tlms,2.0,Research focused on scientific advances and their global impact.,University of Toronto,ACM Transactions on Graphics
Journal,Transactions of The Royal Society of Tropical Medicine and Hygienesignificance,"Journals, RSTMH Journals","Infectious Diseases, Public Health and Epidemiology",0035-9203,1878-3503,https://academic.oup.com/trstmh,72.0,Exploration of the relationship between social media and mental health.,University of Tokyo,Computers & Education
Journal,Translational Animal Sciencesignificance,"ASAS Journals, Journals",Biological Sciences,,2573-2102,https://academic.oup.com/tas,21.0,A detailed analysis of emerging trends in modern education.,Imperial College London,Journal of Computer Science
Journal,Translational Behavioral Medicinesignificance,"Journals, SBM Journals","Health Psychology, Public Health and Epidemiology",1869-6716,1613-9860,https://academic.oup.com/tbm,247.0,Analysis of the evolution of cybersecurity strategies.,MIT,PLOS ONE
Journal,Tree Physiologysignificance,Journals,Plant Sciences and Forestry,,1758-4469,https://academic.oup.com/treephys,38.0,Assessment of the role of digital communication in contemporary politics.,National University of Singapore,Computers & Education
Journal,Trusts & Trusteessignificance,Journals,Trusts Law,1363-1780,1752-2110,https://academic.oup.com/tandt,74.0,Study on the influence of artificial intelligence in the economy.,ETH Zurich,ACM Transactions on Graphics
Journal,Uniform Law Reviewsignificance,Journals,Private International Law and Conflict of Laws,1124-3694,2050-9065,https://academic.oup.com/ulr,64.0,A critical examination of environmental policies and their effectiveness.,University of Hong Kong,PLOS ONE
Journal,Virus Evolutionsignificance,Journals,"Evolutionary Biology, Public Health and Epidemiology, Virology",,2057-1577,https://academic.oup.com/ve,25.0,Research focused on scientific advances and their global impact.,Yale University,IEEE Transactions on Software Engineering
Journal,Western Historical Quarterlysignificance,Journals,Regional and National History,0043-3810,1939-8603,https://academic.oup.com/whq,38.0,This study explores the complex interactions between technology and society.,University of Tokyo,Journal of Machine Learning Research
Journal,Western Journal of Applied Forestrysignificance,"Journals, SAF Journals",Plant Sciences and Forestry,0885-6095,1938-3770,https://academic.oup.com/wjaf,13.0,Assessment of the role of digital communication in contemporary politics.,University of Hong Kong,ACM Transactions on Graphics
Journal,"Work, Aging and Retirementsignificance",Journals,"Gerontology and Ageing, Human Resource Management, Labour and Demographic Economics, Organizational Psychology",,2054-4650,https://academic.oup.com/workar,92.0,Study on the influence of artificial intelligence in the economy.,University of Hong Kong,Computers & Education
Journal,Yearbook of European Lawsignificance,Journals,EU Law,0263-3264,2045-0044,https://academic.oup.com/yel,62.0,This study explores the complex interactions between technology and society.,University of Chicago,Nature Communications
Journal,Yearbook of International Environmental Lawsignificance,Journals,"Environment and Energy Law, International Environmental Law",,2045-0052,https://academic.oup.com/yielaw,23.0,Study on the influence of artificial intelligence in the economy.,Peking University,Computers & Education
Journal,Zoological Journal of the Linnean Societysignificance,"Journals, Linnean Society Family",Zoology and Animal Sciences,0024-4082,1096-3642,https://academic.oup.com/zoolinnean,160.0,Study on the influence of artificial intelligence in the economy.,California Institute of Technology,Science Advances
