Authors,afiliacion_primer_autor,Cantidad
"Saito-Stehberger, Dana and Garcia, Leiny and Warschauer, Mark",Harvard University,1
"Salac, Jean and Eatinger, Donna and Franklin, Diana",Imperial College London,1
"Salac, Jean and Thomas, Cathy and Butler, Chloe and Franklin, Diana",Imperial College London,2
"Santisteban, Julio and Santisteban-Mu\~{n}oz, Jennifer",Imperial College London,1
"Saqr, Mohammed and Ng, Kwok and Oyelere, Solomon sunday and Tedre, Matti",University of Oxford,1
"Saraiva, In\^{e}s and Martins, Nuno and Sylla, Cristina Maria",University of Cambridge,1
"Sayler, Ben and Anderson, Ann and Caffee, Hannah and Carroll, Becky and Hammel, Koreen and Her Many Horses, Ian and Kertzman, Deann and Lange, Pamela and Myers, Rebecca and Reiner, Nicol and Uhre-Balk, Nicole and Webber, Kimberly",University of Oxford,1
"Scheppegrell, Lindsey and Hiatt, Elyse and Okerlund, Johanna and Wilson, David",Princeton University,1
"Schmidthaler, Eva and Schalk, Maritta and Schmollm\""{u}ller, Matthias and Sabitzer, Barbara and Andjic, Branko and Lavicza, Zsolt",Imperial College London,1
"Scirea, Marco and Valente, Andrea",Columbia University,1
"Selby, Cynthia C.",National University of Singapore,1
"Semiawan, Transmissia",MIT,1
"Senske, Nick",California Institute of Technology,1
"Seoane-Pardo, Antonio M.",ETH Zurich,1
"Sep\'{u}lveda-D\'{\i}az, Carla and Stuardo Rojas, Elson and Simmonds, Jocelyn and Gutierrez, Francisco J. and Hitschfeld, Nancy and Casanova, Cecilia and Sotomayor, Cecilia",Imperial College London,1
"Settle, Amber",Tsinghua University,1
"Shafer, Jennifer and Skripchuk, James",University of Oxford,1
Shakir A.A.A.A.; Adzhar N.,Imperial College London,1
Shames M.A.; Kamil M.Y.,Peking University,1
"Shen, Wenyao and Zhan, Zehui and Li, Chen and Chen, Han and Shen, Ranhao",Yale University,1
"Sheridan, Scott and Alkhateeb, Bataul and Mouza, Chrystalla and Yang, Hui",Columbia University,1
"Sherman, Mark and Martin, Fred",Tsinghua University,1
"Sherwood, Heather and Kaiser, Alice and Ferguson, Camille and Negron, Anthony and Ferrer, Ray and Labonte, Don",National University of Singapore,1
"Sherwood, Heather and Moeller, Babette and Fancsali, Cheri",University of Hong Kong,1
"Sherwood, Heather and Yan, Wei and Liu, Ruohan and Martin, Wendy and Adair, Alexandra and Fancsali, Cheri and Rivera-Cash, Edgar and Pierce, Melissa and Israel, Maya",Stanford University,1
"Shih, Wen-Chung",Imperial College London,1
Shuiyan He; Yongmin Hang; Yi Ding,Stanford University,1
Siaviki A.; Tympa E.; Karavida V.; Fykaris I.,Tsinghua University,1
Siewchaisakul P.; Sirikarn P.; Phimha S.; Narom N.; Singweratham N.; Yimcharoen M.; Boonchieng W.; Longkul J.; Wungrath J.,Harvard University,1
"Sim\~{o}es Gomes, Tanci and Pontual Falc\~{a}o, Taciana and Tedesco, Patricia",Princeton University,1
"Simmonds, Jocelyn and Diaz, Constanza and Estay, Carlos",Peking University,1
"Simmonds, Jocelyn and Gutierrez, Francisco J. and Casanova, Cecilia and Sotomayor, Cecilia and Hitschfeld, Nancy",University of Tokyo,1
"Simmonds, Jocelyn and Gutierrez, Francisco J. and Hitschfeld, Nancy and Torrent, Catalina and Casanova, Cecilia and Toro-Guajardo, Sebasti\'{a}n and Mu\~{n}oz, Valent\'{\i}n",University of Toronto,1
"Simmonds, Jocelyn and Gutierrez, Francisco J. and Meza, Federico and Torrent, Catalina and Villalobos, Jaime",ETH Zurich,1
"Simmonds, Jocelyn and Hitschfeld-Kahler, Nancy and Scheihing, Eliana and Henriquez, Valeria and Munoz, Valentin and Casanova, Cecilia and Torrent, Catalina and Contreras, Paulo and Mercado, Karen and Estrada, Daniel and Marquez, Lucia",Peking University,1
Singh A.K.; Pamula R.; Akhter N.; Battula S.K.; Naha R.; Chowdhury A.; Kaisar S.,Harvard University,1
"Sinha, Ravi and Swanson, Hillary and Clarke-Midura, Jody and Shumway, Jessica F. and Lee, Victor R. and Chandrasekharan, Sanjay",California Institute of Technology,1
"Slaviero, Cleyton and Haeusler, Edward Hermann",MIT,1
"Smith, Rebecca and Rixner, Scott",Imperial College London,1
"Soleimani, Arash and Green, Keith Evan and Herro, Danielle and Walker, Ian D.",MIT,1
"Sondakh, Debby E. and Osman, Kamisah and Zainudin, Suhaila",University of Hong Kong,1
Song Ning; Ma Yan,Yale University,1
Song Z.; Lee P.J.; Sarwono S.J.; Hidayati N.,Harvard University,1
"Soppa Geremias, Matheus and Cerigueli Dutra, Taynara and Maschio, Eleandro and Gasparini, Isabela",Peking University,1
"Sosa, Ricardo and Gibbons, Andrew and O'Riordan, Emma and Iorangi, Keu and Crowe, Andy and Gibson, Leanne and Harris, Sam and Badenhorst, Daniel",University of Melbourne,1
"Spangsberg, Thomas Hvid and Brynskov, Martin",University of Sydney,1
Stanca L.; Dabija D.-C.; Câmpian V.,California Institute of Technology,1
"Standl, Bernhard",Imperial College London,1
Stevens E.R.; Fawole A.; Rostam Abadi Y.; Fernando J.; Appleton N.; King C.; Mazumdar M.; Shelley D.; Barron C.; Bergmann L.; Siddiqui S.; Schatz D.; McNeely J.,Stanford University,1
Subekti S.; Ana A.; Muktiarni M.; Ismail A.; Masek A.,ETH Zurich,1
"Suh, Sangho and An, Pengcheng",National University of Singapore,1
"Sunday, Amos Oyelere",National University of Singapore,1
"Susanti, Reni Dwi and Lukito, Agung and Ekawati, Rooselyna",Princeton University,1
"Sys\l{}o, Maciej M.",University of Toronto,1
T. -C. Hsu; C. Chang; Y. -S. Liang,Princeton University,2
T. -C. Hsu; L. -H. Wong; G. P. Aw,University of Chicago,1
T. -H. S. Li; P. -H. Kuo; Y. -F. Ho; C. -Y. Liu; T. -C. Yu; Y. -T. Ye; C. -Y. Chang; G. -Y. Chen; C. -W. Chien; W. -C. Chen; L. -F. Wu; N. -C. Fang,Harvard University,1
T. -K. Chen; A. Chowanda; Y. Udjaja; H. -L. Fang,University of Melbourne,1
T. . -J. Lin; I. H. Yeter; S. Jiang; O. Yaşar; C. . -K. Looi,University of Oxford,1
T. Back; M. Emmerich; O. M. Shir,Yale University,1
T. Burgett; R. Folk; J. Fulton; A. Peel; E. Pontelli; V. Szczepanski,Yale University,1
T. C. Dutra; D. Felipe; I. Gasparini; E. Maschio,University of Oxford,1
T. Carvalho; D. Andrade; J. Silveira; V. Auler; S. Cavalheiro; M. Aguiar; L. Foss; A. Pernas; R. Reiser,University of Toronto,1
T. Coughlin,Peking University,1
T. Dyubina; N. Pachina; J. Gorodova; G. Pachin,ETH Zurich,1
T. Gomi; W. Pedrycz; J. F. Peters; S. Ramanna,University of Tokyo,1
T. Guo; Y. Li; M. Lu; Y. Guo,University of Melbourne,1
T. Havlásková; Z. Homanová; D. Tran,Stanford University,1
T. Jagušt; A. S. Krzic; G. Gledec; M. Grgić; I. Bojic,University of Tokyo,1
T. Lertlapnon; N. Lueangrungudom; S. Vittayakorn,Princeton University,1
T. Lowe; S. Brophy,Tsinghua University,1
T. Nakamura; T. Kawasaki,University of Toronto,1
T. Phetsrikran; W. Massagram; T. Phoka; A. Harfield,Peking University,1
T. Ringenberg; A. J. Magana,University of Sydney,1
T. Roska,Harvard University,1
T. S. Barcelos; I. F. Silveira,University of Sydney,1
T. S. Deng,Princeton University,1
T. S. S. Rao; A. S. Tiwari; U. Mitra; K. K. Bhagat,National University of Singapore,1
T. Tao; Z. Funan; R. Lei; L. Yuan; C. Zekai; C. Yuezhong,Princeton University,1
T. Toivonen; I. Jormanainen; J. Kahila; M. Tedre; T. Valtonen; H. Vartiainen,University of Sydney,1
T. Turchi; A. Malizia,California Institute of Technology,1
T. Wu; M. Chang,Yale University,1
T. Xue; S. He; W. Guo,University of Toronto,1
"Tagare, Deepti",Columbia University,1
Taib S.A.T.; Abu N.; Senawi A.; Go C.K.,National University of Singapore,1
Talebi A.; Bragues G.; Hadlul S.; Sharma A.,University of Toronto,1
"Tarr\'{e}s, Marta I. and Dorado, Antonio David",University of Melbourne,1
"Tedre, Matti",Stanford University,1
"Tedre, Matti and Denning, Peter J.",Columbia University,1
"Tian, Xinyu and Li, Chaoqian and Zhao, Yaru",University of Melbourne,1
"Tisha, Sirazum Munira and Oregon, Rufino A. and Baumgartner, Gerald and Alegre, Fernando and Moreno, Juana",University of Sydney,1
"Tissenbaum, Mike and Sheldon, Josh and Abelson, Hal",Harvard University,1
Tonin P.E.H.; Nickel E.M.; dos Santos F.A.V.,University of Toronto,1
"Torres Castillo, Ruth and Valdez, Tomas and Pontelli, Enrico and Gonzalez, Horacio and Nevarez, Erick and Cota, Raena",University of Tokyo,1
"Torres-Torres, Yucnary-Daitiana and Rom\'{a}n-Gonz\'{a}lez, Marcos and P\'{e}rez-Gonz\'{a}lez, Juan-Carlos",University of Chicago,1
"Torres-Torres, Yucnary-Daitiana and Rom\'{a}n-Gonz\'{a}lez, Marcos and P\'{e}rez-Gonz\'{a}lez, Juan-Carlos",University of Hong Kong,1
"Touretzky, David S.",National University of Singapore,1
Trauer J.M.; Hughes A.E.; Shipman D.S.; Meehan M.T.; Henderson A.S.; McBryde E.S.; Ragonnet R.,Yale University,1
Triyono T.; Pratiwi D.,Peking University,1
"Troiano, Giovanni Maria and Chen, Qinyu and Alba, \'{A}ngela Vargas and Robles, Gregorio and Smith, Gillian and Cassidy, Michael and Tucker-Raymond, Eli and Puttick, Gillian and Harteveld, Casper",University of Tokyo,1
"Tsarava, Katerina and Leifheit, Luzia and Ninaus, Manuel and Rom\'{a}n-Gonz\'{a}lez, Marcos and Butz, Martin V. and Golle, Jessika and Trautwein, Ulrich and Moeller, Korbinian",University of Hong Kong,1
"Turbak, Franklyn and Martin, Fred and Pokress, Shaileen Crawford and Morelli, Ralph and Sherman, Mark and Wolber, David",Tsinghua University,1
"Turbak, Franklyn and Pokress, Shaileen Crawford and Sherman, Mark",University of Toronto,1
"Turner, Scott",University of Sydney,1
"Tyr\'{e}n, Markus and Carlborg, Niklas and Heath, Carl and Eriksson, Eva",University of Oxford,1
U. Norman; A. Chin; B. Bruno; P. Dillenbourg,Princeton University,1
"Urrutia, Elizabeth K. Morales and Oca\~{n}a, Jos\'{e} Miguel and P\'{e}rez-Mar\'{\i}n, Diana and Tamayo, Silvia",Tsinghua University,1
V. A. Narayanan; C. K. Shyamala; C. S. Velayutham,California Institute of Technology,1
V. A. Narayanan; C. K. Shyamala; C. Shunmuga Velayutham,University of Hong Kong,1
V. Chaudhary; V. Agrawal; P. Sureka; A. Sureka,California Institute of Technology,1
V. G. Motti; J. Vanderdonckt,ETH Zurich,1
V. I. Dorofeeva; S. P. Stroev; D. Y. Dorofeev,Imperial College London,1
V. Kulkarni; A. Chaturvedi; P. Naman; Y. Simmhan,Harvard University,1
V. Macko; P. Felber; K. Bergram; A. Holzer,University of Hong Kong,1
V. V. M,Peking University,1
V. V. Vinu Varghese; V. G. Renumol,Yale University,1
V. Vasconcelos; R. Almeida; L. Marques; E. Bigotte,Peking University,1
V. Winter; B. Love; M. Friend; M. Matthews,California Institute of Technology,1
V. Winter; M. Friend; M. Matthews; B. Love; S. Vasireddy,MIT,1
Vakani K.; Norbury R.; Vanova M.; Ratto M.; Parton A.; Antonova E.; Kumari V.,Yale University,1
"Vanvorce, Patrick and Jamil, Hasan M.",University of Melbourne,1
Vengatesh G.; Vinushya N.; Jeyaprakash G.M.; Mohini A.; Mondal P.; Reddy R.; Shriram Z.O.,University of Cambridge,1
"Villalba-Condori, Klinge Orlando and Cuba-Sayco, Sonia Esther Castro and Ch\'{a}vez, Evelyn Paola Guillen and Deco, Claudia and Bender, Cristina",University of Hong Kong,1
"Vourletsis, Ioannis and Politis, Panagiotis",Princeton University,1
W. -J. Dai; M. -C. Li; C. -M. Chen; M. -Y. Huang,Peking University,1
W. -Y. Huang; C. -F. Hu; C. -C. Wu,Yale University,1
W. Akili,University of Melbourne,1
W. C. Choi; I. C. Choi,University of Tokyo,1
W. Cao; H. Feng; L. Ding; J. Wang; S. Wang,University of Tokyo,1
W. Chun-Hong; W. Qiao-Ling,University of Cambridge,1
W. Deng; X. Huang; Q. Liu; Z. Wang,Peking University,1
W. Duch,Princeton University,1
W. Huang; Z. Deng; D. Rongsheng,California Institute of Technology,1
W. M. Clark; D. DiBiasio,Imperial College London,1
W. Min; B. Mott; K. Park; S. Taylor; B. Akram; E. Wiebe; K. E. Boyer; J. Lester,Harvard University,1
W. Phatarametravorakul; S. Cheevanantaporn; P. Jamsri,ETH Zurich,1
W. Prompolmaueng; A. Wetmaha; P. Jamsri,ETH Zurich,1
W. Schulz,Harvard University,1
W. Sieg,Stanford University,1
W. Song; G. Zhang,Yale University,1
W. Underwood; D. Weintrop; M. Kurtz; R. Marciano,Harvard University,1
W. Underwood; J. Gage,National University of Singapore,1
W. Underwood; R. Marciano,University of Cambridge,1
W. Wei,University of Chicago,1
W. Wu; R. Liu; J. Chu,ETH Zurich,1
W. Xiduo; L. Jialin; Z. Zhizhen,Peking University,1
W. Yongfen; C. Weiwei; L. Zhigang; L. Yong; S. Lei; L. Ying,Yale University,1
W. Yunianto; G. Bautista; R. C. Indra Prahmana; Z. Lavicza,University of Hong Kong,1
W. Zhang; L. Song; X. Zeng; P. Li,Yale University,1
W. Zhang; X. Zeng; D. Ming; J. Wang,University of Oxford,1
"Wagh, Aditi and Gravel, Brian and Tucker-Raymond, Eli",California Institute of Technology,1
"Walden, James and Doyle, Maureen and Garns, Rudy and Hart, Zachary",University of Chicago,1
Wang D.; Shen Y.; Wu J.; Li Y.; Ma K.; Jiang G.; Li X.; Qin H.; Chen K.; Wu Z.; Guan M.,Princeton University,1
Wang K.; Fan H.; Zhu Y.,Stanford University,1
Wang M.; Wang S.; Zhang R.; Yuan M.; Xu Y.; Shang L.; Song X.; Zhang X.; Zhang Y.,California Institute of Technology,1
"Wang, Gang and Wang, Hung-Hsiang",University of Chicago,1
"Wang, Juan and Bai, Xinye and Xiang, Qianchen and An, Langsha and Cai, Minghan and He, Chunlin",California Institute of Technology,1
"Wang, Wenxue",University of Chicago,1
Wartika; A. P. Ulfah; Wahyuni; L. Melian; N. Hasti; M. A. Alfariski,Tsinghua University,1
"Wei, Wei and Ha, Jesse and Gomez, Kimberley and Ghosh, Anuradha",University of Sydney,1
"Weintrop, David and Walkoe, Janet and Walton, Margaret and Bih, Janet and Moon, Peter and Elby, Andrew and Bennett, Bianca and Kantzer, Madison",University of Oxford,1
Wen J.; Huo Z.; Xu X.; Zhang L.; Liu X.,University of Melbourne,1
Whitmore C.,University of Tokyo,1
"Wiebe, Eric and London, Jennifer and Aksit, Osman and Mott, Bradford W. and Boyer, Kristy Elizabeth and Lester, James C.",Harvard University,1
"Wing, Jeannette",California Institute of Technology,1
"Wing, Jeannette M. and Stanzione, Dan",Columbia University,1
"Winter, Victor and Sherwin, Kate",Harvard University,1
"Witherspoon, Eben B. and Higashi, Ross M. and Schunn, Christian D. and Baehr, Emily C. and Shoop, Robin",MIT,1
Wu H.; Zhao Y.; Xu X.; Lou J.,University of Tokyo,1
X. -Y. Zhang; Y. -J. Gong; Y. Lin; J. Zhang; S. Kwong; J. Zhang,Harvard University,1
X. Basogain; M. A. Olabe; J. C. Olabe; R. Ramírez; M. Del Rosario; J. Garcia,Harvard University,1
X. Bo; Y. Tang,MIT,1
X. Chai; Y. Sun; H. Luo; M. Guizani,Harvard University,1
X. Cui; R. Dai,Columbia University,1
X. Dong; J. Jia,MIT,1
X. Gang; R. RongRong,MIT,1
X. Huang; L. Wang; J. Ruan; S. Wu; D. Li,MIT,1
X. J. Li; S. Q. Liu; T. Pan; B. R. Chen; L. Zhao; M. M. Wang,Imperial College London,1
X. Li; C. Gu,Stanford University,1
X. Li; H. Xiang; M. Zhao; X. Zhou; J. Huang,Columbia University,1
X. Liu; H. -m. Guo; C. -g. Meng,California Institute of Technology,1
X. Liu; H. Xu,University of Chicago,1
X. Liu; W. Sun; J. Zhang,University of Hong Kong,1
X. P. I. Palomés; J. Verdaguer-Codina; P. F. I. Casas; J. L. Rubiés-Viera,Princeton University,1
X. Ren; T. Cai; H. Wang; D. Yang,Harvard University,1
X. Wang; D. Saito; H. Washizaki; Y. Fukazawa,Stanford University,1
X. Wang; J. Zheng; J. Zhao; S. Lin,University of Hong Kong,1
X. Wang; X. Zou; W. Yin; Q. Li; L. Zhang; L. Hong,California Institute of Technology,1
X. Wei; Q. Zhang,University of Sydney,1
X. Weng; G. K. W. Wong,Columbia University,1
X. Xia,University of Chicago,1
X. Yang; H. Yang; J. Huang; Z. Fang,University of Oxford,1
X. Yi; F. Liu; Z. Zhan,Imperial College London,1
X. Zeng; W. Zhang; Y. Chen; H. Chen,National University of Singapore,1
X. Zhang; E. Aivaloglou; M. Specht,Princeton University,1
X. Zhang; H. Zou,University of Toronto,1
X. Zhang; X. Mao; Y. Yin; C. Chai; T. Zhang,Yale University,1
X. Zhang; Z. Liu,University of Toronto,1
X. Zhou,University of Toronto,1
X. Zhou; W. Zhang; S. Wang; H. Chen,Harvard University,1
"Xiao, Ningchuan",University of Hong Kong,1
"Xin, Yue and Kramarczuk, Kristina Anna and Mak, Janice and Terrell Shockley, Ebony and Ketelhut, Diane Jass",University of Cambridge,1
Xingcheng Z.; Jun W.; Ming L.,Tsinghua University,1
Xu Y.-L.; Li X.-J.; Cai W.; Yu W.-Y.; Chen J.; Lee Q.; Choi Y.-J.; Wu F.; Lou Y.-J.; Ying H.-Z.; Yu C.-H.; Wu Q.-F.,Yale University,1
"Xu, Yan and Peters, Joseph and Kirkpatrick, Arthur and O'Neil, Kevin",Princeton University,1
"Xu, Yiyi and Liu, Pengfei and Tang, Peihe",Harvard University,1
Y. -A. Caballero-González; L. Muñoz; A. G. -V. Muñoz-Repiso,California Institute of Technology,1
Y. -D. Torres-Torres; M. Román-González; J. -C. Pérez-González,University of Hong Kong,1
Y. -S. Su; X. Wang; L. Zhao,Princeton University,1
Y. -T. Chang; S. -C. Chen; T. -Y. Li,University of Melbourne,1
Y. A. C. González; A. G. -V. Muñoz-Repiso,ETH Zurich,1
Y. Anistyasari; E. Ekohariadi; I. G. P. Asto Buditjahjanto; S. C. Hidayati,University of Tokyo,1
Y. Bo,Tsinghua University,1
Y. Caballero-Gonzalez,Princeton University,1
Y. Chen; Y. Zhao; M. Wang,Peking University,1
Y. Du; S. Yue; X. Zhang,MIT,1
Y. He; H. Yang; H. He; X. Zheng,Tsinghua University,1
Y. He; W. Deng; M. Liu,Princeton University,1
Y. Huansong; W. Jia’En; S. Mengting,ETH Zurich,1
Y. Jin; J. Sun; H. Ma; X. Wang,University of Cambridge,1
Y. Li,MIT,1
Y. Li; X. Cui; R. Dai,Stanford University,1
Y. Li; Y. Liu; P. Shu,University of Toronto,1
Y. Liu,Harvard University,1
Y. Liu,University of Chicago,1
Y. Liu; F. Dong; R. Zhang; R. Xiao,ETH Zurich,1
Y. Liu; J. Rojas,Princeton University,1
Y. Luo; J. Yu; X. Cheng,Stanford University,1
Y. Miyake; Y. Onishi; E. Popper,Yale University,1
Y. Miyata; T. Furnhashi; Y. Uchikawa,Princeton University,1
Y. Oomori; H. Tsukamoto; H. Nagumo; Y. Takemura; K. Iida; A. Monden; K. -i. Matsumoto,Princeton University,1
Y. Papadopoulos; S. Tegos,University of Oxford,1
Y. Qu; X. Wang,Harvard University,1
Y. Sasaki; M. Fukui; T. Hirashima,University of Sydney,1
Y. Tang; W. Chen; Z. Li; L. Shi; Y. Wu,University of Chicago,1
Y. Tang; X. Ma,University of Cambridge,1
Y. Wang,California Institute of Technology,1
Y. Wang,Harvard University,1
Y. Wang,Imperial College London,1
Y. Wang,University of Melbourne,1
Y. Wang,University of Tokyo,1
Y. Wang; J. Xu; J. Pan,Tsinghua University,1
Y. Wang; L. Xu,California Institute of Technology,1
Y. Wang; S. Li,University of Sydney,1
Y. Wang; W. Zhou; L. Lu,ETH Zurich,1
Y. Wang; Y. Zhang; A. Mao; J. Wang; N. Li,Stanford University,1
Y. Wei; C. Du,Peking University,1
Y. Xu; F. Zhao,University of Toronto,1
Y. Yang; C. Augustine; C. Werts; Y. Wang; J. Sherwin,Harvard University,1
Y. Yao,University of Tokyo,1
Y. Zeng,MIT,1
Y. Zhang; G. K. W. Wong,University of Toronto,1
Y. Zhao; C. Zhang; X. Chen; X. Luo,ETH Zurich,1
Y. Zhong; Y. Zhong,National University of Singapore,1
Y. Zhou; J. Sun; J. Zhang; B. Jing; H. Ma; X. Li; Y. Han,Princeton University,1
Y. Zhu; Y. Tan; R. Li; X. Luo,Princeton University,1
Y. j. Zhao; C. y. Zhang; Li Min jie; J. Wang,ETH Zurich,1
"Ya\c{s}ar, Osman",Tsinghua University,1
"Yadav, Aman and Caeli, Elisa Nadire and Ocak, Ceren and Macann, Victoria",Tsinghua University,1
"Yadav, Aman and Mayfield, Chris and Zhou, Ninger and Hambrusch, Susanne and Korb, John T.",ETH Zurich,1
"Yadav, Aman and Stephenson, Chris and Hong, Hai",University of Oxford,1
"Yadav, Aman and Zhou, Ninger and Mayfield, Chris and Hambrusch, Susanne and Korb, John T.",Harvard University,1
"Yal\c{c}in, \""{O}zge Nilay and Lalle, Sebastien and Conati, Cristina",University of Sydney,1
"Yamaguchi, Ryoko and Eaton, Cyntrica",Columbia University,1
Yan Cui; Xin-Rong Li; Jun-Tao Wang,University of Hong Kong,1
Yan Y.; Simons S.O.; van Bemmel L.; Reinders L.G.; Franssen F.M.E.; Urovi V.,Yale University,1
"Yan, Wei and Liu, Ruohan and Israel, Maya and Sherwood, Heather and Fancsali, Cheri and Pierce, Melissa",University of Tokyo,1
Yang Benluo; Li Shuguang,MIT,1
"Yang, Hairu and Dong, Jiamin and Li, Qiuhong and Shao, Yanru and Liu, Yuqi and Xu, Fei",Tsinghua University,1
"Yang, Hairu and Li, Qiuhong and Dong, Jiamin and Bai, Xinye and Cai, Minghan and Xu, Xiang",Imperial College London,1
"Yang, Hairu and Liang, Zhou and Ma, Mingyue and Zhang, Xiaoyu and Fu, Yan and Zhang, Yongmei",Columbia University,1
"Yang, Hairu and Shao, Yanru and Liu, Yuqi and Dong, Jiamin and Li, Qiuhong and Chen, Yipan",University of Sydney,1
Yanli Wei; Lili Zhou,University of Toronto,1
Yao Q.; Wen J.; Chen S.; Wang Y.; Wen X.; Wang X.; Li C.; Zheng C.; Li J.; Ma Z.; Zhan X.; Xiao X.; Bai Z.,Stanford University,1
"Yeni, Sabiha and Grgurina, Natasa and Hermans, Felienne and Tolboom, Jos and Barendsen, Erik",University of Cambridge,1
"Yeni, Sabiha and Nijenhuis-Voogt, Jacqueline and Hermans, Felienne and Barendsen, Erik",California Institute of Technology,1
Ying Li,University of Chicago,1
Yingpeng Zhang; Haozhong Chen; Shicai Hu; Kaige Wang; Yannan Yan,Peking University,1
Yiyu Yao,University of Toronto,1
"Yong, Lin and Zhan, Zehui and Zou, Xuanxuan and Chen, Li and Lin, Zhihang and Zhan, Weiyu",ETH Zurich,1
"Yu, Junnan and Hayden, Ronni and Roque, Ricarose",Tsinghua University,1
Yu-chu Yeh,Princeton University,1
Yuhua Hu; P. McLaughlin,Princeton University,1
Yulianti E.; Rahman N.F.A.; Rahmadani A.; Phang F.A.; Suwono H.,Imperial College London,1
Z. -A. Tareq; R. J. Raja Yusof,National University of Singapore,1
Z. Chang; Y. Sun; T. -Y. Wu; M. Guizani,University of Oxford,1
Z. Deng; W. Huang; R. Dong,Imperial College London,1
Z. Deng; W. Huang; R. Dong; P. Wen,University of Hong Kong,1
Z. Gao; Z. Zhao; T. Liu; X. Nan; A. Cai,ETH Zurich,1
Z. He; H. Zhao,University of Tokyo,1
Z. Hui; C. Xiao,California Institute of Technology,1
Z. Li; Y. Zhu; F. Yang,Columbia University,1
Z. Lin; M. Ke,University of Hong Kong,1
Z. Liu; P. Zhou; Z. Li; M. Li,Princeton University,1
Z. Lixin,University of Chicago,1
Z. M. Mitrović; A. M. Rakićević; D. č. Petrović; M. M. Mihić; J. Ð. Rakićević; E. T. Jelisić,Tsinghua University,1
Z. Ma; Y. Liu; M. Chen,Tsinghua University,1
Z. Nasar; S. W. Jaffry,ETH Zurich,1
Z. Qu; J. Liu; L. Che; Y. Su; W. Zhang,Harvard University,1
Z. Sun; J. Liu,Columbia University,1
Z. Tahir; A. Ahmad Ilham; M. Niswar; D. Djamaluddin,University of Chicago,1
Z. Wang,University of Chicago,1
Z. Wang; D. H. Zhang; W. P. He,Yale University,1
Z. Xie; G. K. W. Wong; D. K. W. Chiu; J. Lei,Peking University,1
Z. Xie; J. Radloff; G. K. W. Wong; I. H. Yeter,University of Hong Kong,1
Z. Xu; X. Shen; S. Lin; F. Zhang,Harvard University,1
Z. Xue-yan; R. Xiang-min,University of Hong Kong,1
Z. Y. Jun; Z. C. Ying,California Institute of Technology,1
Z. Yinnan; L. Chaosheng,Stanford University,1
Z. Yun; M. F. Iskander,Tsinghua University,1
Z. Zhu; Y. Zhang; W. Zhu; J. Ma,MIT,1
"Zakwandi, Rizki and Istiyono, Edi",Yale University,1
"Zaman, Ulia",Yale University,1
Zhang H.; Zhao P.; Dou Z.; Su B.; Li Y.; Zhang N.,California Institute of Technology,1
Zhang W.; Xie R.; Li J.; Wang L.; Li X.; Peng P.,Peking University,1
Zhang X.; Zhang H.; Wang Y.; Bai P.; Zhang L.; Toriba A.; Nagao S.; Suzuki N.; Honda M.; Wu Z.; Han C.; Hu M.; Tang N.,Columbia University,1
"Zhang, LeChen and Nouri, Jalal and Rolandsson, Lennart",University of Hong Kong,1
"Zhang, Wei and Song, Lingling and Huang, Xujun and Wang, Yi",University of Sydney,1
"Zhang, Wei and Wang, Jihan and Zeng, Xinyao",University of Toronto,1
"Zhang, Yifan and Krug, Douglas Lusa and Mouza, Chrystalla and Shepherd, David C. and Pollock, Lori",ETH Zurich,1
"Zhang, Yifan and Mohammad Mirzaei, Amanda and Pollock, Lori and Mouza, Chrystalla and Guidry, Kevin",National University of Singapore,1
"Zheng, Qi",Harvard University,1
"Zhidkikh, Denis and Fagerlund, Janne and Peltonen, Marika and Vesisenaho, Mikko",University of Oxford,1
Zhou Jun; Y. Umetani,University of Sydney,1
"Zhou, Qian and Luo, Xiande and Dong, Yilin and Khalid, Faiza and Ma, Hongliang",University of Chicago,1
"Zipitr\'{\i}a, Sylvia da Rosa",Harvard University,1
Zou Y.; Lo W.-C.; Ming W.-K.; Yuan H.-Y.,MIT,1
"\v{S}iaulys, Tomas",National University of Singapore,1
"\v{Z}\'{a}\v{c}ek, Martin and Smolka, Pavel",Columbia University,1
"de Jong, Imke",Yale University,1
"de Jong, Imke and Jeuring, Johan",University of Oxford,1
"de Oliveira, Gabriela A. Araujo and Assun\c{c}\~{a}o, Oto Braz and Prates, Raquel Oliveira",University of Hong Kong,1
"de Souza, Clarisse S. and Salgado, Luciana C. and Leit\~{a}o, Carla F. and Serra, Martha M.",University of Hong Kong,1
"van Borkulo, Sylvia and Chytas, Christos and Drijvers, Paul and Barendsen, Erik and Tolboom, Jos",Peking University,1
Á. Csiszárik-Kocsir; J. Varga,ETH Zurich,1
Á. M. M. Muñoz; S. A. C. Torres; C. C. R. Molina; W. S. V. Cardona,Peking University,1
Á. Mészáros; Á. Csiszárik-Kocsir,University of Sydney,1
Â. M. d. Jesus; I. F. Silveira,MIT,1
Â. M. de Jesus; I. Frango Silveira,National University of Singapore,1
